Sweep Start (s), 11.12736, 11.2912, 11.45504, 11.61888, 11.78272, 11.94656, 12.1104, 12.27424, 12.43808, 12.60192, 12.76576, 12.9296, 13.09344, 13.25728, 13.42112, 13.58496, 13.7488, 13.91264, 14.07648, 14.24032, 14.40416, 14.568, 14.73184, 14.89568, 15.05952, 15.22336, 15.3872, 15.55104, 15.71488, 15.87872, 16.04256, 16.2064, 16.37024, 16.53408, 16.69792, 16.86176, 17.0256, 17.18944, 17.35328, 17.51712, 17.68096, 17.8448, 18.00864, 18.17248, 18.33632, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, Sweep #16, Sweep #17, Sweep #18, Sweep #19, Sweep #20, Sweep #21, Sweep #22, Sweep #23, Sweep #24, Sweep #25, Sweep #26, Sweep #27, Sweep #28, Sweep #29, Sweep #30, Sweep #31, Sweep #32, Sweep #33, Sweep #34, Sweep #35, Sweep #36, Sweep #37, Sweep #38, Sweep #39, Sweep #40, Sweep #41, Sweep #42, Sweep #43, Sweep #44, Sweep #45, 
0.01274, -234.7153, -226.0788, -206.1814, -237.8586, -226.1399, -242.8635, -240.0254, -234.7764, -225.9263, -238.2859, -225.7431, -444.6457, -232.7012, -241.4597, -242.1921, -217.1677, -240.0254, -248.7229, -238.9878, -235.6919, -231.572, -237.8281, -234.8984, -236.1496, -207.1579, -239.9033, -229.3747, -224.6445, -234.1355, -247.1665, -223.668, -231.6025, -239.1709, -224.6445, -242.0395, -227.9404, -233.22, -220.0364, -242.894, -247.1055, -230.1987, -235.4783, -224.8887, -227.6352, -237.7976, 
0.01276, -244.4504, -221.3486, -211.3389, -244.3894, -229.3137, -242.0395, -244.2978, -238.2554, -224.3088, -221.9285, -224.0647, -460.6674, -238.6521, -238.469, -239.9949, -210.2097, -245.7627, -224.7361, -233.7082, -226.1399, -226.2925, -234.2576, -231.2973, -236.2717, -218.7546, -223.668, -221.2265, -225.0107, -225.5906, -243.4739, -233.7082, -229.6494, -245.0608, -235.5088, -234.2881, -223.9731, -240.5747, -230.4429, -229.741, -242.894, -241.2156, -235.936, -229.7715, -231.8467, -229.1916, 
0.01278, -227.7573, -239.2624, -221.8979, -233.6167, -235.5698, -225.6516, -233.4641, -231.1753, -212.7121, -235.2341, -226.9639, -463.8108, -235.5393, -221.8674, -231.7551, -205.1133, -240.9714, -227.208, -220.8909, -230.5344, -222.1421, -234.8679, -243.2602, -232.7012, -219.9448, -228.1235, -222.02, -238.2554, -236.5159, -234.8374, -244.8472, -239.1098, -245.427, -232.5181, -249.791, -240.6968, -237.3093, -236.9431, -210.5149, -247.4717, -231.3279, -229.7104, -233.3725, -243.657, -247.5632, 
0.0128, -211.9797, -240.9104, -231.7551, -238.2248, -227.5742, -230.9922, -235.7529, -226.8723, -219.4565, -223.4238, -243.8706, -452.7024, -221.5928, -233.4641, -238.4995, -210.3013, -234.5017, -231.9687, -217.9306, -245.5491, -238.3774, -235.4783, -234.9595, -228.7034, -235.2952, -247.3496, -245.488, -222.7219, -244.3589, -228.0014, -246.1594, -228.7339, -235.3867, -229.6494, -225.6211, -232.5791, -225.2854, -234.227, -230.9922, -247.4106, -226.8418, -229.2832, -226.7807, -232.3655, -246.1289, 
0.01282, -230.9922, -225.1938, -227.0859, -239.4761, -230.748, -221.8064, -235.936, -230.5039, -232.7012, -239.8423, -239.1098, -455.7541, -223.1797, -249.3332, -243.1077, -217.2287, -243.718, -226.9639, -232.457, -227.2995, -237.1872, -239.0488, -226.5061, -224.1562, -232.2739, -232.7927, -235.8139, -225.9263, -245.3965, -225.1938, -243.1077, -237.0652, -235.4477, -236.0886, -224.4919, -222.1116, -230.5649, -234.3796, -230.5649, -255.5588, -235.112, -226.5061, -238.5605, -229.9546, -231.4194, 
0.01284, -245.3354, -234.9595, -237.0041, -243.8401, -245.6406, -220.4941, -223.2712, -233.22, -236.5769, -245.0608, -239.2014, -454.0757, -223.7595, -260.9604, -235.0205, -218.2053, -234.4101, -230.0766, -232.2739, -215.8555, -229.7104, -225.1328, -227.7268, -233.1284, -233.1284, -226.9639, -230.8396, -227.0554, -247.4411, -229.4358, -233.4336, -231.3889, -234.99, -226.6282, -229.9851, -228.1235, -249.0891, -229.4663, -234.3186, -241.9785, -245.3354, -240.6662, -246.6172, -229.3747, -234.8069, 
0.01286, -222.3862, -236.821, -223.1186, -238.2859, -250.7676, -224.553, -237.3398, -244.1758, -233.4641, -227.5437, -232.457, -442.479, -231.9077, -241.8564, -227.269, -216.9541, -229.1611, -241.3681, -232.2129, -225.8042, -239.2014, -233.2505, -235.4477, -237.4009, -237.6755, -223.3933, -227.5132, -231.1753, -234.1355, -232.1824, -227.6352, -223.2102, -239.3235, -238.9573, -220.311, -240.2695, -237.1262, -232.4875, -230.1987, -236.6074, -233.9829, -245.8542, -232.6096, -229.9546, -238.5605, 
0.01288, -213.9328, -233.4336, -220.2195, -236.4243, -247.197, -238.6826, -234.5322, -229.6494, -233.1284, -230.687, -235.936, -446.4463, -234.1355, -227.2385, -237.1262, -204.1977, -230.3513, -248.8755, -233.22, -237.4924, -231.572, -240.6052, -234.9289, -228.8254, -233.2505, -228.4287, -225.1633, -226.0178, -235.5088, -227.9099, -242.5583, -221.0129, -235.051, -237.4924, -207.7378, -229.7715, -235.6308, -239.5371, -223.1797, -236.6074, -231.3584, -230.7785, -225.2854, -234.8679, -232.3044, 
0.0129, -226.4145, -234.6543, -222.8135, -236.6684, -236.9431, -229.5273, -248.3872, -224.3699, -235.2341, -236.0276, -224.9802, -457.7988, -226.5671, -240.0559, -242.1311, -212.9868, -230.5649, -229.1001, -244.7251, -235.1426, -225.2243, -229.9241, -234.8069, -231.4805, -228.2151, -230.626, -230.7785, -233.1894, -233.4336, -236.3938, -236.8821, -231.7246, -232.9758, -229.8935, -211.3083, -225.7126, -232.8232, -242.3142, -239.415, -249.2417, -231.2363, -230.5344, -226.0178, -234.99, -231.8772, 
0.01292, -228.7644, -237.3093, -228.5813, -247.3496, -231.4499, -239.0183, -240.5442, -233.9524, -228.032, -229.8325, -235.6308, -460.0571, -235.875, -235.3257, -248.1125, -219.5481, -230.5649, -235.7834, -240.1169, -241.063, -224.3088, -227.5437, -236.8515, -236.0886, -223.0271, -226.6892, -227.1164, -232.4875, -240.0254, -232.8843, -228.5813, -228.5813, -230.2903, -227.2385, -231.7856, -236.8515, -231.0227, -237.9502, -229.4053, -257.3899, -242.6194, -224.4919, -240.6662, -232.2129, -233.4641, 
0.01294, -240.178, -230.3818, -225.2854, -249.0891, -220.0974, -246.5256, -225.8652, -235.7529, -216.771, -242.5889, -236.5769, -453.2212, -234.5932, -233.6777, -239.4455, -197.1482, -224.0342, -237.2483, -233.7998, -230.0461, -230.8396, -240.3916, -243.3823, -232.0298, -225.8042, -236.699, -234.105, -221.6233, -231.6941, -236.5769, -243.1382, -228.3677, -240.9409, -236.5769, -223.9426, -239.9643, -230.0766, -235.6308, -238.0112, -246.0984, -236.0886, -236.1496, -240.9409, -234.6848, -237.6145, 
0.01296, -222.8135, -224.9497, -219.3039, -239.0183, -230.4734, -223.3628, -230.2292, -233.4641, -225.6516, -234.8374, -242.9245, -446.2021, -224.4919, -237.8281, -222.2641, -203.6789, -217.8391, -238.53, -236.5464, -230.7785, -211.2778, -240.5442, -232.396, -229.4968, -227.5437, -234.3186, -231.2973, -234.6543, -235.936, -228.3371, -234.8374, -236.3022, -241.124, -220.9519, -227.9404, -245.4575, -240.6357, -237.3093, -238.4995, -235.3562, -232.7622, -238.469, -230.1377, -226.2925, -234.8679, 
0.01298, -239.4455, -225.1633, -238.1638, -229.1611, -231.4194, -239.7812, -227.0554, -233.4031, -223.8511, -235.9971, -236.2717, -453.4043, -226.9944, -232.1213, -241.3376, -217.3813, -234.0744, -220.4331, -232.3044, -248.3567, -215.4282, -225.8652, -230.4429, -225.1328, -220.0974, -226.1399, -232.4875, -241.063, -232.3655, -227.4216, -233.1894, -219.3039, -234.8069, -222.2031, -216.9541, -233.1589, -248.5703, -235.3562, -237.3703, -239.3845, -241.2156, -221.8979, -229.5273, -226.6587, -234.0439, 
0.013, -234.3491, -232.0298, -241.948, -233.8608, -240.7273, -228.6118, -241.3071, -229.4358, -219.9448, -238.6521, -235.0815, -452.7024, -224.2783, -231.2668, -234.3186, -206.7612, -231.0837, -238.3164, -230.1987, -251.0727, -221.9285, -221.196, -234.6238, -235.4783, -226.1704, -230.687, -241.7954, -233.3725, -234.8069, -219.9143, -242.4363, -235.0205, -234.6238, -232.2434, -224.8276, -226.4451, -226.6282, -224.553, -232.6706, -245.6711, -222.3557, -235.1731, -222.9355, -233.3115, -235.9055, 
0.01302, -223.0576, -241.4902, -242.1311, -237.9197, -240.4831, -209.6909, -239.9033, -229.3747, -241.2461, -224.9802, -237.2178, -460.4538, -242.894, -246.5561, -239.5371, -199.437, -247.6243, -238.6521, -236.821, -225.2549, -241.2461, -221.5928, -233.3115, -228.2456, -242.2837, -245.6101, -217.5339, -238.8047, -241.3681, -230.7785, -224.3699, -235.9055, -240.6662, -245.0303, -229.4053, -223.7595, -231.9993, -243.657, -224.3088, -241.1545, -229.7104, -230.3513, -237.5229, -223.729, -233.9219, 
0.01304, -254.6128, -245.1828, -234.9595, -238.9878, -228.4897, -231.9993, -237.7366, -237.5229, -229.9851, -236.0276, -236.1191, -452.5803, -227.8183, -242.5278, -245.8542, -214.2685, -238.2248, -237.3703, -229.802, -225.3769, -215.062, -232.1213, -232.5791, -225.4075, -234.0134, -238.1943, -224.5224, -234.4407, -233.7388, -241.6428, -240.2085, -227.3606, -245.9763, -238.1028, -233.281, -223.1492, -241.3681, -242.1921, -219.6091, -234.7764, -240.6968, -242.772, -235.3867, -231.3279, -235.9971, 
0.01306, -247.8989, -231.7856, -217.7475, -237.8586, -216.008, -239.0488, -245.6406, -228.4897, -232.5181, -254.3686, -228.1846, -448.8266, -226.5976, -236.2412, -244.3589, -225.9263, -220.2805, -232.5791, -228.0625, -238.6826, -214.7263, -237.2483, -234.9595, -236.0886, -230.4734, -227.1164, -232.4875, -227.7573, -231.1448, -229.802, -236.821, -236.5464, -238.8047, -227.6352, -227.4521, -232.8232, -234.7153, -226.323, -232.5486, -240.7578, -237.2788, -238.6826, -233.342, -231.1448, -229.5273, 
0.01308, -220.3721, -230.9922, -225.7737, -235.5698, -213.9634, -225.7431, -228.4897, -234.9289, -228.3371, -237.706, -244.1758, -459.1416, -236.821, -236.5159, -237.8281, -216.2827, -218.48, -231.511, -240.239, -228.8865, -226.0178, -239.5676, -240.3916, -241.5513, -235.1731, -214.1465, -233.3725, -227.2995, -241.948, -241.0019, -231.1448, -226.3535, -239.7202, -229.2527, -234.0744, -229.741, -238.6521, -219.5481, -234.9595, -240.7273, -244.3894, -233.342, -240.7273, -227.8183, -227.8183, 
0.0131, -241.2461, -221.7148, -213.8718, -233.6167, -222.9355, -226.3535, -240.3306, -228.978, -228.917, -236.76, -239.4455, -452.3362, -230.6565, -240.6357, -239.1404, -206.7307, -238.3469, -234.6543, -242.1921, -222.5693, -225.1023, -243.8401, -238.9573, -237.7976, -233.7082, -232.5486, -239.0183, -227.1775, -237.2483, -235.3562, -228.1846, -237.1567, -222.3557, -238.5605, -228.9475, -233.0063, -231.1448, -230.5039, -231.633, -242.4973, -241.4902, -246.1289, -225.8347, -232.6096, -224.7666, 
0.01312, -241.0019, -242.8635, -210.9421, -225.0718, -226.9639, -220.7077, -230.8091, -236.8821, -225.1328, -241.8564, -228.5202, -448.2468, -216.7099, -241.3681, -242.6804, -210.4233, -239.7812, -232.0298, -239.0183, -229.6189, -227.0859, -231.4194, -235.5088, -229.7104, -229.039, -243.6264, -237.4009, -238.591, -232.9758, -223.4238, -233.0368, -230.748, -230.9617, -242.894, -228.7949, -232.8232, -238.0723, -241.124, -223.0881, -243.9621, -237.6145, -231.5415, -230.2598, -220.5857, -233.7082, 
0.01314, -233.9829, -243.9316, -203.3127, -239.8423, -231.2058, -230.7175, -229.863, -225.1938, -231.633, -231.8772, -238.1638, -449.2234, -226.2009, -227.5132, -233.1894, -210.7895, -227.3911, -232.1518, -238.4385, -219.6396, -209.9961, -222.8135, -230.5649, -247.1055, -232.6706, -236.4243, -222.844, -233.4336, -228.154, -238.8962, -235.1426, -225.3464, -224.3699, -228.5813, -244.6335, -234.8069, -240.5442, -241.3987, -230.7785, -245.7322, -228.7949, -239.5676, -239.3845, -225.1328, -240.3, 
0.01316, -226.9333, -224.0342, -207.3716, -249.7605, -240.0559, -225.499, -234.5932, -213.292, -229.4968, -236.4853, -237.8586, -445.4392, -231.2363, -243.6875, -245.2439, -210.5759, -212.3154, -223.3323, -230.3513, -228.032, -219.1208, -234.0134, -238.2248, -238.7742, -240.239, -232.6401, -224.9497, -214.0854, -225.1938, -226.1399, -238.7131, -232.8232, -224.5224, -222.1116, -225.8957, -232.9758, -231.6025, -239.7507, -226.2619, -237.3398, -228.4287, -232.5181, -232.6401, -236.7905, -239.9949, 
0.01318, -228.3677, -223.2102, -212.9563, -240.178, -242.6499, -235.4477, -235.4172, -212.468, -232.7317, -238.0417, -237.5535, -447.6364, -235.5698, -244.1758, -246.7087, -211.8882, -225.0412, -228.7949, -222.844, -236.699, -225.1633, -230.687, -243.7485, -236.0886, -233.7388, -228.2151, -234.7458, -219.4565, -239.7812, -232.6401, -237.5229, -231.0227, -233.2505, -231.2973, -223.0576, -230.8091, -227.6963, -234.6238, -237.8586, -247.0749, -227.7878, -232.3349, -229.1001, -230.748, -242.2837, 
0.0132, -245.7932, -235.6614, -202.1225, -234.6543, -243.3213, -245.4575, -242.5583, -227.8183, -233.9524, -238.53, -237.0041, -467.3813, -228.0625, -226.8113, -246.9834, -217.8086, -226.0178, -226.4451, -237.584, -222.1116, -220.25, -226.384, -238.8047, -231.0532, -239.7812, -222.8745, -220.6467, -219.7007, -236.8515, -227.7268, -226.9333, -227.208, -226.2314, -229.1001, -233.6777, -228.6118, -232.0603, -224.7056, -234.9595, -236.4548, -235.936, -236.6684, -226.0178, -229.741, -245.4575, 
0.01322, -240.0254, -233.9829, -213.0173, -227.4521, -233.342, -222.9966, -227.8794, -228.8254, -236.4243, -238.469, -228.4897, -469.0598, -236.6074, -226.6587, -238.8657, -218.3884, -221.0434, -238.7131, -227.6658, -230.8091, -215.7029, -238.0723, -224.9192, -233.1589, -238.8047, -235.5393, -239.0488, -234.8069, -227.4521, -217.0151, -240.9714, -236.6684, -233.7082, -238.4079, -234.6543, -243.5654, -224.614, -227.147, -222.02, -226.5061, -247.9599, -227.147, -241.6123, -234.7153, -233.8913, 
0.01324, -237.2178, -247.5327, -208.3786, -226.323, -221.135, -240.3306, -233.0674, -230.687, -232.8232, -242.1616, -217.7475, -458.6228, -242.772, -227.9709, -238.8657, -219.3345, -224.0036, -250.2488, -227.1775, -232.0298, -211.6745, -241.185, -220.8298, -238.9573, -229.802, -234.8984, -232.0298, -243.4433, -243.5044, -234.8679, -243.5349, -235.3562, -248.967, -231.511, -224.5835, -234.99, -230.0156, -231.2668, -232.9758, -246.2815, -241.4902, -219.6702, -250.5234, -245.0608, -237.2788, 
0.01326, -231.2363, -240.6968, -212.1628, -221.6538, -223.5459, -242.1616, -240.4526, -234.99, -240.4831, -236.821, -232.7317, -457.4631, -238.6826, -231.6025, -229.4053, -248.5398, -231.0532, -238.2859, -241.1545, -233.9829, -229.6189, -225.2243, -235.3257, -226.5366, -231.2058, -238.9573, -220.9824, -233.1284, -242.4668, -236.3022, -236.4853, -235.1426, -233.2505, -222.2336, -236.1802, -230.7785, -234.2576, -243.9316, -230.0766, -240.8799, -238.1943, -223.668, -232.4875, -229.2527, -229.7104, 
0.01328, -228.5813, -227.9099, -189.9765, -220.0364, -223.79, -228.978, -232.4875, -225.2243, -236.76, -233.6777, -252.6597, -458.3176, -226.4756, -237.2483, -231.633, -227.7878, -229.8325, -243.5654, -241.5818, -234.5932, -235.6919, -223.8511, -224.2173, -224.7971, -242.9856, -241.5513, -218.0527, -228.7339, -235.3562, -232.1213, -240.239, -239.3845, -234.5932, -221.8674, -230.5344, -233.7082, -246.1594, -242.3752, -215.3977, -237.4009, -234.9595, -241.8564, -212.9258, -234.8984, -236.4548, 
0.0133, -230.0461, -230.687, -171.4219, -239.3235, -223.0271, -231.7246, -235.2646, -229.9851, -236.821, -228.2761, -249.8826, -470.0363, -233.9829, -235.3257, -236.1802, -217.5339, -233.7998, -228.4897, -238.2554, -233.6472, -233.8303, -233.4946, -233.7388, -240.178, -240.3, -235.0815, -224.3088, -239.2319, -228.3677, -234.0439, -231.3889, -236.3022, -229.4663, -230.0461, -222.4167, -232.1518, -238.53, -229.802, -230.2903, -240.239, -225.0718, -238.4995, -212.9258, -228.2761, -239.7507, 
0.01332, -242.7109, -235.3257, -176.2131, -237.8891, -210.2402, -228.4897, -238.7131, -232.6096, -238.2554, -243.4739, -229.7104, -452.5498, -235.2952, -234.0439, -241.7038, -221.2571, -235.051, -222.5998, -230.4734, -240.3611, -234.7458, -244.7556, -228.7644, -235.4783, -237.2178, -235.7834, -239.293, -233.4031, -233.4336, -236.3633, -225.6516, -229.9546, -235.5088, -235.0205, -210.6369, -233.0674, -249.852, -232.6401, -235.7224, -244.542, -227.4521, -216.6489, -233.7388, -236.1802, -236.1191, 
0.01334, -234.3796, -238.591, -203.2517, -231.572, -225.8042, -246.7392, -236.7295, -240.7883, -228.1846, -227.0249, -232.6706, -444.5847, -231.633, -237.7976, -243.718, -223.9426, -219.9448, -243.6264, -224.7361, -238.9878, -235.9665, -235.9665, -236.1496, -235.8445, -227.7878, -218.3274, -234.7458, -233.4336, -230.5649, -242.8025, -251.4389, -247.0444, -236.2107, -231.6941, -224.4309, -244.0842, -238.4995, -232.5181, -227.208, -244.0842, -224.7361, -225.4075, -238.2859, -230.7175, -228.3371, 
0.01336, -229.4968, -232.3655, -209.6604, -235.8445, -236.3633, -230.2903, -239.1404, -233.281, -232.7622, -238.7131, -238.4385, -446.9956, -224.7971, -230.1072, -225.7431, -225.56, -223.9121, -249.1806, -225.5906, -237.3093, -227.7268, -233.0674, -238.1638, -230.4734, -231.2058, -224.9497, -217.4424, -227.8489, -229.0085, -226.4145, -238.6521, -236.2107, -252.4155, -231.7246, -230.3818, -228.154, -227.208, -227.9099, -225.8042, -238.0723, -229.4663, -240.5137, -243.7485, -235.1426, -235.3257, 
0.01338, -219.7312, -226.1399, -197.3008, -235.6919, -236.9126, -227.4827, -236.7295, -223.79, -233.22, -241.3987, -240.6052, -456.7002, -227.4521, -233.3115, -231.5415, -225.9263, -219.9448, -228.093, -223.5459, -230.9311, -219.3345, -238.4079, -239.293, -241.4292, -226.8113, -232.7317, -232.1518, -242.9856, -234.99, -225.1328, -232.6706, -225.7126, -241.7954, -234.3186, -229.3442, -236.3938, -234.4712, -239.1709, -240.0559, -242.8635, -229.6799, -240.4526, -229.2832, -231.8467, -232.9453, 
0.0134, -237.5535, -243.5044, -166.3559, -241.5207, -242.772, -226.0178, -243.1077, -228.3677, -244.7556, -240.178, -230.9922, -465.3061, -224.0036, -235.9971, -226.3535, -231.1753, -228.5508, -228.6423, -232.2434, -233.6472, -236.76, -242.1311, -233.0368, -243.5044, -230.7785, -227.4521, -228.7949, -248.2041, -226.6282, -217.2287, -242.8635, -225.0718, -246.0373, -228.917, -226.5061, -241.2766, -231.6941, -220.2195, -240.3916, -246.0984, -227.6047, -219.1819, -225.3464, -236.2412, -243.657, 
0.01342, -237.3093, -245.6711, -171.5439, -239.8728, -231.8161, -240.0559, -238.4385, -235.051, -240.6052, -236.0276, -230.1987, -454.4419, -224.9802, -233.8303, -243.1077, -226.5366, -210.9421, -234.9289, -233.8913, -242.4973, -247.3801, -226.0788, -222.5388, -226.0178, -234.5627, -221.9895, -234.3186, -234.3796, -233.4946, -218.4189, -244.3284, -246.6172, -231.5415, -227.6047, -236.6074, -244.4504, -239.0488, -235.9055, -233.7082, -241.185, -227.9709, -230.626, -243.9927, -231.2973, -225.1633, 
0.01344, -240.7883, -243.657, -185.582, -246.9223, -233.3115, -237.8281, -227.208, -223.3933, -226.5671, -243.1382, -235.6003, -450.0168, -241.4597, -221.8064, -242.833, -231.0227, -203.2822, -242.9551, -226.2009, -238.53, -231.3889, -216.832, -227.2385, -245.4575, -235.6308, -224.1257, -234.105, -233.2505, -241.3071, -231.9382, -245.6101, -239.8728, -228.8865, -233.0674, -232.1824, -232.6401, -250.676, -233.0979, -246.9223, -239.7202, -232.4265, -232.4875, -240.4221, -232.0298, -223.9731, 
0.01346, -241.3987, -228.8865, -168.187, -238.7131, -231.5415, -235.051, -235.6308, -231.6941, -232.0298, -237.0347, -235.1426, -468.2663, -247.4411, -214.6653, -234.99, -225.2854, -205.3269, -262.0896, -237.4314, -233.9524, -233.3115, -231.0532, -229.5578, -240.1169, -239.4455, -230.2903, -233.8608, -227.0249, -226.5671, -232.6401, -226.6587, -221.2571, -227.4216, -225.1023, -230.8396, -243.5654, -239.0793, -224.7971, -229.8325, -251.8357, -233.342, -230.4734, -221.9285, -239.2014, -228.9475, 
0.01348, -233.4031, -230.748, -165.0437, -231.8467, -248.6008, -223.9426, -236.8821, -232.2739, -232.8232, -230.1377, -230.5344, -460.698, -244.7861, -247.8989, -235.112, -228.2761, -212.3764, -260.4111, -234.0439, -237.584, -231.4805, -238.1333, -225.8347, -223.5764, -230.8091, -225.0412, -227.6658, -217.0762, -223.6985, -222.1421, -239.3845, -230.1072, -251.2558, -227.9404, -233.0063, -235.8139, -234.9289, -215.7944, -236.821, -240.6968, -241.4902, -237.7976, -233.0063, -232.457, -222.6609, 
0.0135, -237.2483, -232.7317, -179.0513, -237.3703, -244.603, -216.8625, -228.032, -225.4075, -236.1496, -234.8069, -240.3, -443.425, -229.4053, -235.9971, -244.1147, -237.3398, -200.2305, -257.5119, -224.675, -231.9993, -241.4597, -229.2832, -237.5229, -229.6189, -248.4787, -234.166, -237.1872, -212.407, -226.1094, -208.989, -232.1824, -222.2641, -249.8826, -226.2314, -213.7497, -238.1028, -234.3491, -232.6096, -230.2292, -218.8462, -239.7202, -244.0232, -233.9524, -234.8984, -218.8767, 
0.01352, -234.105, -238.4079, -163.3347, -222.0505, -242.009, -230.4123, -237.0957, -225.1328, -237.0347, -236.3327, -238.8352, -461.5525, -231.2668, -230.8701, -238.7131, -232.7622, -209.05, -248.3262, -230.0156, -232.9453, -229.7715, -229.3747, -233.22, -235.9971, -235.4172, -238.6216, -238.0723, -229.3442, -224.0647, -221.2571, -239.8423, -233.4641, -228.917, -219.5786, -230.9922, -231.1753, -251.7746, -239.2014, -229.1001, -242.1616, -224.2173, -234.227, -239.7507, -221.8674, -242.5583, 
0.01354, -221.2876, -231.5415, -170.7505, -222.2947, -241.8869, -237.584, -236.1496, -227.2385, -245.366, -231.572, -233.9524, -447.5754, -232.6401, -229.4053, -242.8635, -234.7153, -207.0054, -256.1997, -232.396, -228.9475, -223.3933, -232.2129, -251.5305, -240.3916, -236.0581, -224.8276, -234.1355, -227.1775, -237.8586, -234.4407, -231.2363, -234.3796, -225.1328, -232.1824, -239.2624, -237.0041, -246.0373, -243.5654, -235.1731, -252.5986, -230.7175, -231.3584, -232.1824, -240.2695, -236.1496, 
0.01356, -228.0014, -243.5959, -170.781, -225.7126, -223.4543, -247.8074, -225.6211, -215.6723, -234.5017, -221.6843, -232.8537, -449.7422, -228.3066, -237.5229, -236.3327, -233.7388, -205.9983, -248.1431, -220.8603, -234.4407, -231.5415, -241.3071, -246.373, -242.1006, -239.3845, -231.2668, -246.2815, -227.8489, -241.063, -243.5044, -229.863, -237.2788, -233.1589, -234.8374, -237.6755, -243.0771, -227.8489, -247.6548, -234.5627, -251.3169, -234.4101, -233.22, -232.0298, -219.0598, -248.6924, 
